movie_id,average_sentiment,neg_sentiment,neu_sentiment,pos_sentiment,genres,revenue,runtime,cluster
32098611,0.3182,0.0,0.913,0.087,"Drama, World cinema",,130.0,2
8636654,-0.7497,0.067,0.873,0.06,"Romance Film, Drama, Comedy",4642401.0,105.0,3
5875034,-0.9994,0.168,0.757,0.075,"Thriller, Action/Adventure, Action, Drama, War film",86579130.0,110.0,0
18563580,-0.5554,0.087,0.838,0.075,Bollywood,,,3
19685467,0.0,0.0,1.0,0.0,"Short Film, Family Film, Comedy, Black-and-white",,10.0,2
33990019,-0.1875,0.105,0.82,0.075,Comedy film,,,3
12558999,0.9682,0.05,0.828,0.122,"Musical, Drama, Black-and-white",,90.0,1
33280938,-0.9008,0.153,0.738,0.108,"Western, Romance Film, Action, Drama, Comedy film",,87.0,0
29079027,-0.0,0.04,0.928,0.031,"Family Film, Fantasy, Adventure",,,2
2456030,0.4118,0.093,0.792,0.115,"Short Film, Zombie Film, Horror",,20.0,1
4485402,0.8224,0.149,0.696,0.155,"Silent film, Drama, Indie, Black-and-white",,71.0,1
2684671,0.4588,0.069,0.825,0.106,"Drama, Comedy, World cinema",,106.0,2
9074501,-0.9274,0.13,0.82,0.049,"Science Fiction, World cinema, Stop motion, Animation, Fantasy, Drama, Music, Romance Film",,99.0,3
26716752,-0.6124,0.111,0.816,0.073,"Thriller, Japanese Movies, Romance Film, Drama, World cinema",,80.0,3
34907074,-0.6858,0.123,0.812,0.065,"Thriller, Crime Fiction, Drama",,,3
11190234,-0.9977,0.237,0.708,0.055,"Crime Fiction, Musical, Drama, World cinema",,119.0,0
4685642,0.9747,0.041,0.832,0.127,"Family Film, Fantasy, Science Fiction",,60.0,1
7174075,0.0772,0.039,0.895,0.066,Musical,,,2
9497657,0.979,0.07,0.811,0.119,"Short Film, Family Film, Comedy, Animation",,,1
19918475,-0.3182,0.123,0.771,0.106,"Romance Film, Drama",,,3
168554,-0.9983,0.145,0.798,0.057,"Thriller, Crime Fiction, Adventure, Action Thrillers, Action/Adventure, Drama, Escape Film, Action",8000000.0,112.0,3
6217649,0.9581,0.006,0.932,0.061,"World cinema, Musical, Drama, Romantic drama, Romance Film, Bollywood",,207.0,2
14143414,-0.9884,0.176,0.792,0.032,"Detective, Adventure, Black-and-white",,,3
3759173,-0.9813,0.145,0.731,0.124,"Action/Adventure, Action, Martial Arts Film, World cinema",,120.0,0
16697151,-0.6997,0.099,0.847,0.054,"Thriller, Drama, Chinese Movies, World cinema",,94.0,3
27281389,0.2818,0.113,0.741,0.147,Drama,,162.0,1
4731904,-0.9862,0.173,0.74,0.087,"Drama, Romantic drama, Romance Film, Coming of age, Teen",15453274.0,99.0,0
26561992,-0.4973,0.112,0.816,0.072,Drama,,87.0,3
16744198,0.9211,0.069,0.834,0.097,"Music, Drama",,112.0,2
177735,0.7783,0.047,0.8,0.153,"Romance Film, Melodrama, Drama, Black-and-white",,65.0,1
26536541,-0.9978,0.154,0.806,0.04,Horror,,88.0,3
31762933,0.7131,0.071,0.808,0.121,Drama,,,1
2156510,-0.9556,0.108,0.844,0.048,"Crime Fiction, Parody, Comedy",20109115.0,94.0,3
12212399,0.8968,0.113,0.751,0.136,"Comedy, Holiday Film, Children's/Family",,70.0,1
4142291,-0.8442,0.11,0.852,0.038,"Parody, Science Fiction, Indie, Short Film, Satire, Comedy",,12.0,3
21508247,-0.9964,0.128,0.806,0.066,"Thriller, Crime Fiction, Drama, World cinema",,136.0,3
29101425,-0.9943,0.261,0.679,0.061,"History, Drama, War film",9622846.0,145.0,0
24158175,-0.9865,0.157,0.781,0.061,Western,,99.0,3
24188674,-0.9905,0.127,0.792,0.082,Drama,9996178.0,123.0,3
161915,-0.9049,0.134,0.81,0.056,"Family Drama, Drama",,92.0,3
652432,-0.944,0.09,0.84,0.069,"World cinema, Action/Adventure, Martial Arts Film, Comedy, Action, Chinese Movies",,106.0,3
5604985,-0.8416,0.27,0.668,0.062,"Silent film, Indie, Animal Picture, Black-and-white, Short Film, Comedy, Slapstick",,21.0,0
28838608,-0.8591,0.345,0.655,0.0,"Musical, Comedy",,102.0,0
32466495,0.9601,0.132,0.626,0.242,Short Film,,7.0,1
3130659,0.969,0.093,0.762,0.145,"Costume drama, Drama, Family-Oriented Adventure, Children's/Family",,90.0,1
20329270,0.7003,0.086,0.754,0.16,"Political cinema, History, World cinema, Documentary",,118.0,1
26449950,0.8126,0.106,0.768,0.126,"Crime Fiction, Drama, Comedy",,138.0,1
4210812,-0.8271,0.115,0.847,0.038,"Short Film, Silent film, Fantasy, Indie, Black-and-white",,13.0,3
1597802,-0.9986,0.154,0.804,0.042,"Crime Fiction, Thriller, Gangster Film, Indie, Crime Drama, Mystery, Drama, Crime Thriller",490964.0,102.0,3
22209229,-0.8225,0.184,0.701,0.115,"Mystery, Comedy film",,,0
1405743,-0.144,0.088,0.837,0.075,Drama,618847.0,96.0,3
4861305,-0.9992,0.212,0.703,0.085,"Drama, Family Drama, Coming of age, Childhood Drama, World cinema",,109.0,0
5720418,-0.9925,0.145,0.801,0.054,"Crime Fiction, Thriller, Science Fiction, Horror, Black-and-white",,157.0,3
6426786,-0.9917,0.209,0.714,0.077,"Wuxia, Fantasy Adventure, Adventure, World cinema, Chinese Movies, Action/Adventure, Martial Arts Film, Fantasy, Romantic fantasy, Sword and sorcery films",,90.0,0
35412577,0.7351,0.033,0.879,0.089,Drama,,,2
29616483,0.8591,0.041,0.871,0.088,"Romance Film, Drama",,,2
1157158,-0.9977,0.174,0.741,0.084,"Parody, Black comedy, Satire, Comedy",8382938.0,109.0,0
33940717,-0.5719,0.123,0.756,0.121,"Comedy film, Musical, Indie",,124.0,0
19025779,-0.9928,0.128,0.795,0.077,"Parody, Silent film, Black-and-white",,135.0,3
33468851,0.5346,0.155,0.685,0.159,"Drama, Comedy",19774455.0,111.0,1
6212570,-0.7787,0.15,0.759,0.091,"B-movie, Superhero movie, Horror, Cult, Satire, Comedy, Black comedy, Action",,99.0,0
9756837,-0.9696,0.089,0.844,0.068,"Romantic drama, Romance Film, Drama, World cinema, Black-and-white",,100.0,3
9232950,-0.8885,0.148,0.777,0.075,"Thriller, Action/Adventure, Drama, Suspense, Political thriller, Action, Political drama",,89.0,3
10660190,-0.5719,0.078,0.877,0.045,"Action/Adventure, Comedy, World cinema",,150.0,3
29881311,0.34,0.037,0.886,0.077,Short Film,,40.0,2
20077388,0.9896,0.037,0.782,0.182,"LGBT, Indie, Feature film, Gay Themed, Gay, Gay Interest, Drama, Film adaptation, Romantic drama, Romance Film",,80.0,1
1271694,-0.9947,0.141,0.786,0.073,"Parody, Indie, Cult, Satire, Comedy, Black comedy, Domestic Comedy",,86.0,3
14261075,-0.9946,0.167,0.796,0.037,"Thriller, Action/Adventure, Action, Comedy",11263966.0,102.0,3
9916550,-0.8074,0.133,0.813,0.055,"Adventure, Black-and-white, Action/Adventure, Western, B-Western, Action",,217.0,3
5264560,0.6596,0.102,0.788,0.11,"Parody, Sports, Comedy",145708642.0,93.0,1
22682411,0.8823,0.03,0.879,0.09,Romance Film,,,2
23607760,0.8224,0.072,0.785,0.143,"Romance Film, Comedy-drama",,,1
3569886,-0.9953,0.168,0.776,0.057,"Crime Fiction, Thriller, Psychological thriller, Mystery, Drama, Suspense, Film adaptation, Crime Thriller, Slasher",5009305.0,132.0,0
33047576,0.6908,0.128,0.684,0.188,Drama,,,1
3012123,-0.974,0.175,0.772,0.053,"Gothic Film, Horror, Creature Film, Indie",,96.0,0
3208776,-0.9418,0.159,0.777,0.064,Short Film,,18.0,0
32340407,0.9116,0.055,0.879,0.066,Adventure,7300000.0,75.0,2
13643392,-0.9696,0.14,0.83,0.03,"Detective, Black-and-white",,94.0,3
11251743,0.3927,0.058,0.874,0.068,"Short Film, Fantasy, Animation",,,2
1166518,-0.8954,0.19,0.723,0.087,"Drama, Ensemble Film, Dogme 95, Indie, World cinema",,109.0,0
9644100,-0.9623,0.215,0.679,0.106,"Musical, Fantasy, Family Film",,85.0,0
4019049,-0.128,0.143,0.722,0.135,"Comedy, Black-and-white, Slapstick",,,0
6975303,-0.8896,0.146,0.732,0.121,"Thriller, Crime Fiction, Drama, Indie, Comedy",,89.0,0
479589,0.6808,0.038,0.828,0.134,"Drama, Family Film, Family Drama, Comedy-drama, Comedy",,110.0,1
20692099,-0.0921,0.107,0.789,0.104,Drama,,,3
2367161,0.7906,0.099,0.773,0.128,"Crime Fiction, Heist, Remake, Drama, Comedy, Crime Thriller, Romantic drama, Romance Film",124305181.0,120.0,1
5924049,-0.9977,0.184,0.775,0.041,"B-movie, Indie, Psychological thriller, Horror, Slasher, Teen",,91.0,0
22634826,-0.998,0.144,0.786,0.07,"Action, Japanese Movies",,66.0,3
12596008,-0.8873,0.153,0.748,0.099,"Drama, Musical, Horror, Comedy",,102.0,0
34196805,-0.6369,0.216,0.656,0.128,"Crime Fiction, Science Fiction, Drama",,63.0,0
18964317,0.228,0.103,0.794,0.103,"Musical, Bollywood, World cinema",,133.0,1
4448175,0.5436,0.073,0.84,0.087,"Short Film, Indie, Teen, Comedy",,84.0,2
15357779,-0.9835,0.119,0.813,0.067,"Thriller, Action, War film, Black-and-white, Spy",,95.0,3
33679627,-0.9423,0.162,0.823,0.016,"Historical fiction, Drama, Documentary",,88.0,3
24949170,0.8074,0.046,0.721,0.232,Drama,,85.0,1
3466113,-0.9761,0.119,0.81,0.071,"Action/Adventure, Western, Cavalry Film, Black-and-white, War film",,128.0,3
12857448,-0.9538,0.171,0.79,0.038,Animation,,66.0,3
10224734,0.7269,0.075,0.732,0.193,Drama,,87.0,1
33594947,-0.9434,0.124,0.776,0.101,"Satire, Comedy",93451706.0,85.0,3
966552,-0.9847,0.18,0.749,0.071,"Action/Adventure, Action, Martial Arts Film, Drama, Adventure",32500000.0,115.0,0
5241676,0.0258,0.133,0.737,0.13,"Science Fiction, Indie, Doomsday film, Action/Adventure, Disaster, Action, Adventure",,101.0,1
15639202,0.9764,0.107,0.757,0.135,"Screwball comedy, Comedy, Musical, Musical comedy",,72.0,1
19905844,-0.3182,0.191,0.657,0.152,"Stop motion, Short Film, Animation",,6.0,0
1663320,0.9977,0.082,0.713,0.205,"Romance Film, Fantasy, Comedy",38077373.0,103.0,1
1303197,0.9986,0.05,0.761,0.19,"Romantic drama, Musical, Drama, Romance Film, Television movie",,90.0,1
4512681,-0.906,0.133,0.791,0.076,"Sports, Slapstick, Comedy, Indie",,91.0,3
23975295,-0.9393,0.108,0.856,0.036,"Thriller, Crime Fiction, Horror, Comedy film, Mystery, Drama, Crime Thriller",,71.0,3
2467280,-0.7469,0.101,0.808,0.091,"Parody, Comedy, Slapstick",,86.0,3
7090669,0.34,0.037,0.901,0.061,"Crime Fiction, Crime Thriller, Thriller",,110.0,2
10432695,-0.8658,0.134,0.828,0.038,"Horror, Suspense, Black-and-white",,63.0,3
6435145,-0.994,0.193,0.729,0.078,"Thriller, Detective fiction, Black-and-white, Mystery, Drama, Film adaptation, Crime Thriller",,81.0,0
2648856,-0.9897,0.141,0.769,0.09,"Romantic drama, Romance Film, Drama, Black-and-white, Costume drama",,97.0,0
2338993,-0.9963,0.143,0.771,0.086,"Gross out, Sex comedy, Gross-out film, Comedy, Slapstick",45109561.0,83.0,0
14640745,-0.7184,0.151,0.774,0.074,"Short Film, Comedy, Black-and-white",,,0
31205051,-0.2144,0.084,0.83,0.086,Drama,263635.0,111.0,3
17753400,0.9747,0.089,0.759,0.152,Animation,,,1
6937139,0.9892,0.077,0.796,0.127,"Sports, Action/Adventure, Action, Comedy, Slapstick",14334401.0,87.0,1
622993,-0.9274,0.127,0.778,0.095,"Period piece, Drama, Indie, Film adaptation",5471088.0,110.0,3
699336,0.705,0.066,0.82,0.115,"Romantic comedy, Romance Film, Comedy, Domestic Comedy",138510230.0,103.0,1
21634467,-0.9961,0.192,0.736,0.072,"Thriller, Crime Fiction, Drama",,115.0,0
29446866,-0.9983,0.123,0.817,0.06,"Thriller, Crime Fiction, Science Fiction, Action",173930596.0,109.0,3
32199706,-0.9571,0.236,0.686,0.078,Drama,,,0
14143347,0.5845,0.057,0.867,0.076,"Adventure, Black-and-white",,,2
28208601,0.948,0.0,0.778,0.222,"Short Film, Music, Animation",,,1
26600812,-0.5346,0.138,0.75,0.112,"Drama, Comedy",,,0
3229585,-0.9981,0.182,0.736,0.082,"Thriller, Action/Adventure, Science Fiction, Action",,100.0,0
15462142,-0.5228,0.142,0.713,0.145,"Thriller, Horror",,,0
31156702,0.9919,0.104,0.724,0.172,"Action, Drama",,,1
28386057,-0.6705,0.185,0.715,0.1,"Action/Adventure, Western, Television movie",,100.0,0
5435938,0.5267,0.0,0.812,0.188,Crime Fiction,,,1
31505539,-0.5859,0.085,0.853,0.061,"Thriller, Mystery, Drama",,,3
2206566,-0.9886,0.151,0.8,0.049,"Action, Adventure",,75.0,3
28764889,-0.4939,0.151,0.849,0.0,"Action Comedy, Action, Buddy film",,,3
13049849,0.0258,0.104,0.791,0.105,"Drama, Chinese Movies",,88.0,1
14896191,-0.4767,0.044,0.956,0.0,"Road movie, Drama, World cinema",,126.0,2
180241,-0.999,0.177,0.776,0.047,"Japanese Movies, Adventure, World cinema, Black-and-white, Action/Adventure, Martial Arts Film, Drama, Comedy, Samurai cinema, Art film",,96.0,0
2390554,-0.7845,0.152,0.812,0.036,"Romance Film, Drama, Black-and-white",,66.0,3
1482950,-0.9072,0.125,0.838,0.036,"War film, Drama, Film adaptation, Romantic drama, Romance Film, Action",8000000.0,149.0,3
31867162,-0.9243,0.1,0.815,0.086,Drama,,115.0,3
30604129,0.128,0.22,0.543,0.236,Drama,,94.0,0
4092144,-0.9997,0.221,0.731,0.048,"Crime Fiction, Japanese Movies, World cinema, Action/Adventure, Martial Arts Film, Action, Prison, Chinese Movies",2147778.0,90.0,0
35119561,-0.7096,0.076,0.902,0.021,"Short Film, Family Film, Animation",,7.0,3
3019565,-0.9935,0.153,0.759,0.087,"British Empire Film, Costume drama, Historical fiction, Epic, Drama, War film, Historical Epic",,136.0,0
8283136,0.1027,0.038,0.899,0.063,"Action, Adventure, Black-and-white, Spy",,,2
545795,-0.906,0.082,0.852,0.066,"Ensemble Film, Comedy of manners, Comedy-drama, Period piece, Drama, Comedy",56342711.0,105.0,3
22352229,0.9505,0.038,0.804,0.158,Comedy,,98.0,1
34927590,-0.8126,0.153,0.847,0.0,"Action/Adventure, Crime Thriller, Action, Thriller, World cinema",,80.0,3
26297867,0.128,0.121,0.7,0.179,"Romance Film, Comedy film",,126.0,1
31229287,-0.8402,0.163,0.837,0.0,Drama,,96.0,3
35785586,0.7783,0.0,0.894,0.106,"Silent film, Drama",,90.0,2
8536802,-0.8591,0.091,0.87,0.039,"Thriller, Action/Adventure, Action Thrillers, Action",,90.0,3
10331139,-0.7717,0.136,0.789,0.075,"Thriller, Action, Drama",,91.0,3
3334667,-0.9493,0.161,0.81,0.029,"Drama, Black-and-white",,,3
19497060,0.7269,0.055,0.834,0.111,"Comedy, Black-and-white",,95.0,2
19310258,-0.8807,0.131,0.806,0.062,"Thriller, Film adaptation, Drama, War film",,82.0,3
32204201,0.128,0.069,0.868,0.062,Comedy,,107.0,2
24934813,0.6249,0.125,0.658,0.218,"Drama, Indie",,87.0,1
32604160,-0.5877,0.107,0.79,0.103,Romantic comedy,,,3
6699130,-0.9694,0.206,0.794,0.0,"Thriller, Indie, World cinema, Drama, Comedy, Crime Thriller, Black comedy",,90.0,0
26470932,0.128,0.063,0.857,0.079,Documentary,,53.0,2
15139794,0.0,0.0,1.0,0.0,"Drama, War film",,120.0,2
27665775,0.6486,0.0,0.825,0.175,Comedy film,,,1
9266932,-0.667,0.102,0.81,0.089,"Disaster, Thriller, Science Fiction, Action/Adventure",,88.0,3
32380648,-0.8735,0.128,0.815,0.057,"Crime Fiction, Crime Thriller, Thriller",,90.0,3
16648109,0.882,0.074,0.825,0.101,"Family Film, Adventure, Animation",,54.0,2
8940854,0.7066,0.073,0.816,0.11,"Black comedy, Sex comedy, Satire, Comedy, World cinema",,94.0,1
31316750,-0.743,0.094,0.871,0.035,Horror,,,3
1001692,0.8273,0.058,0.81,0.132,"Romantic comedy, Romance Film, Comedy of Errors, Comedy",,92.0,1
15105645,-0.6808,0.117,0.797,0.087,"Culture & Society, Biography, Indie, Sports, Social issues, Documentary",,100.0,3
11975009,-0.6808,0.215,0.698,0.087,"Black comedy, Gangster Film",,100.0,0
31235673,-0.8363,0.133,0.774,0.093,Action,,105.0,3
12561001,-0.9206,0.099,0.829,0.072,"Science Fiction, Doomsday film, Television movie, Action/Adventure, Fantasy, Comedy, Family Film, Action, Family-Oriented Adventure, Superhero movie",,67.0,3
20658736,-0.9919,0.137,0.783,0.08,"Drama, World cinema",,143.0,3
289755,-0.999,0.148,0.798,0.054,"Crime Fiction, Thriller, Action Thrillers, Buddy film, World cinema, Action/Adventure, Mystery, Drama, Political thriller, Romance Film, Action, Spy",,125.0,3
448814,-0.9528,0.073,0.9,0.027,"Children's/Family, Fairy tale, Animation, Children's, Children's Fantasy, Animated Musical, Music, Family Film",,77.0,3
3253340,-0.8957,0.117,0.853,0.03,"Japanese Movies, Sci-Fi Horror, Horror, Science Fiction, Adventure",,,3
10071292,-0.9575,0.097,0.848,0.055,"Crime Fiction, Thriller, Psychological thriller, Mystery, Suspense, Film adaptation, Crime Thriller",105178561.0,104.0,3
17570326,-0.6258,0.231,0.691,0.078,"Comedy horror, Horror, Comedy",,81.0,0
10479762,-0.0258,0.043,0.905,0.052,"Drama, Ensemble Film, Social problem film, Indie, Political drama",,132.0,2
14399659,0.2023,0.0,0.904,0.096,"Thriller, Action/Adventure, Japanese Movies, World cinema, Action Thrillers, Drama, Action",,133.0,2
12835554,-0.9861,0.218,0.66,0.122,"Drama, Musical, Horror, Bollywood, World cinema",,133.0,0
5562511,0.068,0.101,0.793,0.106,,,,1
12378414,0.9818,0.089,0.634,0.277,Romantic comedy,,,1
5725237,-0.6482,0.068,0.877,0.055,"Epic Western, Revisionist Western, Western",,184.0,3
4451435,-0.9828,0.112,0.841,0.047,"Thriller, Crime Fiction, Horror, Costume drama, Mystery, Period piece, Drama, Film adaptation, Crime Thriller, Biographical film, Slasher, Costume Horror",74558115.0,121.0,3
169202,0.4588,0.076,0.845,0.079,"History, Experimental film, Mystery, Fantasy, Drama, Avant-garde, Essay Film",6685748.0,90.0,2
2377695,0.1419,0.125,0.743,0.132,"Musical, Comedy, Musical comedy",,106.0,1
3837132,-0.2732,0.055,0.918,0.027,"Mystery, Comedy, Spy",,82.0,2
11288620,-0.9953,0.152,0.801,0.047,"Thriller, Crime Fiction, Psychological thriller, Mystery, Drama, Crime Thriller, Action",76747202.0,100.0,3
26064019,-0.8658,0.15,0.747,0.103,"Thriller, Comedy horror, Horror, Chinese Movies",,90.0,0
14359104,0.9202,0.065,0.817,0.119,"Drama, World cinema",,118.0,1
12036077,-0.6486,0.04,0.96,0.0,"Silent film, Indie, Animation, Short Film, Fantasy, Comedy",,8.0,2
7351154,0.6682,0.073,0.81,0.117,Animation,,45.0,1
2112205,-0.8674,0.133,0.76,0.106,"Drama, War film",,86.0,0
2617386,-0.882,0.082,0.848,0.07,"Family Film, Adventure, Animation",,70.0,3
16066384,0.8922,0.048,0.74,0.212,"Action, Chinese Movies",,87.0,1
3237559,-0.9961,0.088,0.861,0.051,"Cult, Horror, Slasher, Teen, Road-Horror",51764406.0,90.0,3
41528,-0.7626,0.099,0.802,0.099,"Coming of age, Comedy film, Drama, War film, Romantic drama, Romance Film",677387716.0,136.0,3
16029506,0.1779,0.124,0.754,0.122,"Horror, Indie, Psychological thriller",,80.0,1
19817505,-0.9559,0.123,0.811,0.066,"LGBT, Martial Arts Film, Chinese Movies",,87.0,3
32777635,-0.8074,0.18,0.7,0.12,Drama,,97.0,0
6233638,-0.9985,0.166,0.776,0.058,"Thriller, Crime Fiction, Japanese Movies, Crime Drama, Drama, Suspense, Crime Thriller",16311763.0,121.0,0
5454380,0.8555,0.048,0.812,0.14,"Romantic comedy, Romance Film, Screwball comedy, Comedy",,108.0,1
9789564,-0.7375,0.183,0.662,0.155,"Drama, World cinema",,140.0,0
326242,-0.9969,0.11,0.824,0.066,"Anime, Japanese Movies",,,3
19502933,0.7269,0.0,0.938,0.062,"Family Film, Adventure",,91.0,2
20571157,-0.9617,0.124,0.842,0.034,Short Film,,8.0,3
25345231,-0.9697,0.097,0.842,0.061,"Crime Fiction, Thriller, Drama",,,3
34599946,-0.2617,0.02,0.972,0.008,"Short Film, Silent film, Fantasy",,3.0,2
27197943,0.8225,0.112,0.623,0.265,Comedy film,,90.0,1
18000201,0.7906,0.0,0.943,0.057,"Romance Film, Comedy, Black-and-white",,66.0,2
31496522,-0.6908,0.091,0.867,0.042,"Crime Fiction, Comedy film, Drama",,116.0,3
34307355,-0.9757,0.171,0.763,0.066,,,160.0,0
34270681,-0.8316,0.208,0.718,0.074,"Crime Fiction, Mystery, Action, Thriller, Adventure",,69.0,0
13639421,-0.9062,0.105,0.859,0.036,"Drama, War film",,,3
9573648,0.9391,0.061,0.799,0.14,Action,,,1
1012964,0.7096,0.05,0.855,0.094,Science Fiction,,,2
6499360,-0.9735,0.168,0.763,0.07,"Musical, Drama, Bollywood, World cinema",,139.0,0
10950017,-0.2023,0.083,0.845,0.072,Black-and-white,,105.0,3
8004497,0.9117,0.089,0.769,0.142,"Short Film, Comedy, Black-and-white, Slapstick",,,1
25260811,-0.9991,0.198,0.782,0.02,"Thriller, Crime Thriller, Crime Fiction, Action, Drama",,80.0,0
19288672,0.1779,0.068,0.858,0.074,"Silent film, Black-and-white",,,2
4343515,-0.9952,0.19,0.753,0.057,"Crime Fiction, B-movie, Horror, Slasher, Psychological thriller",,85.0,0
10640523,-0.0129,0.12,0.744,0.136,"Thriller, Drama, Bollywood, World cinema",,150.0,1
1336117,-0.9973,0.186,0.765,0.048,"Science Fiction, Horror, Cult, Comedy, Zombie Film, Prison, Horror Comedy",,96.0,0
13361675,0.984,0.059,0.817,0.124,"Romantic comedy, Romance Film, Drama, Comedy",50007546.0,114.0,1
18862965,0.9732,0.011,0.83,0.159,"Comedy, World cinema",,145.0,1
4537597,0.8221,0.049,0.88,0.071,Science Fiction,,95.0,2
35014318,-0.9312,0.232,0.678,0.09,Documentary,,45.0,0
8141252,-0.997,0.155,0.779,0.066,"Thriller, Action/Adventure, Gangster Film, Action Thrillers, Drama, Suspense, Crime Thriller, Action",35856053.0,122.0,3
25225244,0.9811,0.097,0.782,0.121,"Romantic comedy, Period piece, Coming of age, Comedy, Drama, Romantic drama, Romance Film",1755212.0,90.0,1
6768398,0.8678,0.07,0.758,0.172,"World cinema, Musical, Drama, Romantic drama, Romance Film, Bollywood",,150.0,1
32281762,-0.9902,0.153,0.796,0.051,Drama,,,3
32975370,-0.6597,0.113,0.858,0.029,"Thriller, Action",,145.0,3
23617312,-0.9988,0.181,0.769,0.05,"Horror, Slasher",,77.0,0
31466628,-0.765,0.109,0.891,0.0,,,,3
8355881,-0.902,0.153,0.702,0.144,"Crime Fiction, Gangster Film, World cinema, Musical, Drama, Bollywood",,145.0,0
11604193,0.9226,0.024,0.85,0.126,"Romance Film, Drama, Comedy, Black-and-white",,83.0,2
24551073,-0.1134,0.049,0.9,0.051,"Romantic comedy, Romantic drama, Romance Film, Drama, Comedy",8141292.0,101.0,2
23681959,-0.296,0.078,0.922,0.0,"Thriller, Science Fiction, Indie, Action/Adventure, Drama, Political thriller, Action",,99.0,2
7209996,0.9859,0.125,0.631,0.243,"Musical, Historical fiction, Drama, Family Film",,,1
6057074,0.3595,0.062,0.86,0.078,"Mystery, Drama, Black-and-white",,100.0,2
2645157,-0.9996,0.233,0.725,0.042,"LGBT, Horror, Slasher",,83.0,0
17243817,-0.9982,0.122,0.817,0.061,"Thriller, Horror, Indie, Psychological thriller, Drama, Suspense, Teen",,88.0,3
7052375,-0.7807,0.129,0.747,0.124,"Romance Film, Action, Drama, Adventure",,104.0,0
34246375,0.7876,0.0,0.834,0.166,"Comedy film, War film",,108.0,1
31427508,-0.09,0.115,0.748,0.137,"Thriller, Family Film",,,1
1056023,-0.9978,0.184,0.763,0.053,"Crime Fiction, Buddy film, Action Comedy, Buddy cop, Action/Adventure, Comedy, Action",,95.0,0
4471231,-0.6124,0.098,0.838,0.064,"Silent film, Action, Indie, Black-and-white",,,3
3523466,-0.9973,0.162,0.781,0.056,Comedy-drama,,99.0,3
1482557,-0.1406,0.098,0.806,0.097,"Historical fiction, Drama, War film",5200986.0,140.0,3
31291851,-0.5187,0.109,0.772,0.118,"Crime Fiction, Drama",,72.0,3
29468540,-0.9898,0.189,0.723,0.088,"Thriller, Action",,135.0,0
13184696,0.9306,0.028,0.913,0.059,"Short Film, Silent film, Indie, Black-and-white",,9.0,2
34744241,0.9826,0.029,0.794,0.177,Romance Film,,,1
19700296,-0.3612,0.051,0.949,0.0,"Thriller, Drama, Psychological thriller, Spy",,125.0,2
10190365,0.9872,0.07,0.798,0.132,"Romantic comedy, World cinema, Drama, Comedy, Romantic drama, Romance Film",,145.0,1
26967746,0.9742,0.071,0.776,0.153,"Family Film, Adventure, Comedy",,46.0,1
29585621,0.9906,0.03,0.901,0.069,Short Film,,32.0,2
2430019,-0.9692,0.176,0.765,0.059,"Thriller, Crime Fiction, Romantic drama, Crime Drama, Drama, War film, Crime Thriller, Romance Film, Action",,88.0,0
14560623,0.8303,0.097,0.748,0.154,"Romance Film, Drama, Art film, World cinema",,79.0,1
2788063,0.8906,0.1,0.746,0.154,"Romance Film, Drama, Indie",8914881.0,105.0,1
34354688,0.0,0.0,1.0,0.0,"Crime Fiction, Mystery, Action",,119.0,2
7998725,0.9732,0.039,0.774,0.187,"Romantic comedy, Chinese Movies, Comedy",,92.0,1
9463843,0.8445,0.02,0.898,0.082,"Erotic Drama, Drama, Art film, World cinema, Adventure",,100.0,2
18991745,0.9548,0.074,0.747,0.179,"Short Film, Drama",,10.0,1
25092646,-0.9999,0.176,0.782,0.042,"Action, Comedy",3390043.0,90.0,0
5335934,-0.8934,0.119,0.863,0.018,Short Film,,,3
22235879,-0.25,0.107,0.801,0.091,Horror,,90.0,3
8974884,-0.8555,0.191,0.777,0.032,"Horror, B-movie, Supernatural",,79.0,0
6527956,0.5859,0.058,0.833,0.108,"Film-Opera, Drama",,,2
21426405,0.9153,0.055,0.738,0.207,"Silent film, Comedy, Black-and-white",,60.0,1
3272326,-0.8193,0.164,0.726,0.11,"Biography, Drama, World cinema",6906235.0,120.0,0
26166944,-0.4678,0.107,0.803,0.09,"Drama, War film",,74.0,3
11524153,-0.9801,0.105,0.854,0.041,"Thriller, Disaster, Science Fiction, Action/Adventure",,170.0,3
34972884,0.8442,0.035,0.763,0.202,"Short Film, Drama, Adventure",,23.0,1
1345561,0.5994,0.102,0.755,0.143,"Gangster Film, Romantic drama, Romance Film, Drama, Black-and-white",951801.0,96.0,1
10628527,-0.0516,0.065,0.882,0.053,"Music, Drama, Comedy",,106.0,2
9074158,-0.9638,0.148,0.763,0.09,,,,0
6079205,-0.9932,0.19,0.714,0.097,"Short Film, Indie, War film",,7.0,0
12625574,-0.0516,0.077,0.822,0.101,"Crime Drama, Black-and-white, Drama, Comedy, Disaster, Natural disaster",,82.0,2
12364636,-0.9879,0.159,0.81,0.03,"Action/Adventure, Crime Thriller, Action, Thriller, Psychological thriller",,90.0,3
6832295,-0.91,0.138,0.795,0.068,Short Film,,9.0,3
2964301,0.9968,0.064,0.773,0.162,"Musical, Drama, Chinese Movies, World cinema",14572229.0,116.0,1
33108388,-0.9239,0.19,0.665,0.144,"Family Film, Action, Drama, Comedy film",,179.0,0
13996230,-0.4767,0.225,0.677,0.098,"Inspirational Drama, Drama, Indie",,98.0,0
